FSC,NIIN,Nomenclature,part_number,cage_code,UI,Unit_Price,dss_weight,dss_cube,unit_pack_weight,unit_pack_cube,Imputed
4730,011527724,"CLAMP,HOSE","4730011527724, RMT-144, RMT-1613-144, 1613, 55510BX, 700-86","45152, A00AM, 66295, 75Q65, 63208",EA,3.15,0.24,0.024,0.24,0.024,No
4730,011542073,"ADAPTER,STRAIGHT,PI","56846AX, SAE-J512, 10-6 010103B, SAE J512 10-6 010103B, 46F-10-6, 2001-6-10B, J512","75Q65, 0U583, 45152, 93061, 01276, 81343",EA,2.07,0.159,0.001,0.159,0.001,No
4730,012205613,"ELBOW,PIPE TO TUBE","434174, 25960AX, 434179, 12-8 CBTX-S, MS51504B12-8, MS51504, MIL-F-18866, MS51504-B12-85, MS51504812-8, MS51504A12-8, 2103-8-12, 12-8CBTX-S, MIL-DTL-18866, J514, 2024-8-12S, 102-0178, C107A-1, A107A-235, 107A235, 12-8 070202CA","01014, 75Q65, 30780, 45152, 96906, 98441, 81349, 81343, 01276, 65459, 03533, 0U583, 00624",EA,4.47,0.46,0.019,0.46,0.019,No
4730,012810983,"ADAPTER,STRAIGHT,TU","FF1852T-2420S, 848TTO-24X20, 24-20 F5L-S","01276, 13174, 98441, 30327, 30780",EA,20.99,1.185,0.007,1.185,0.007,No
4730,012810990,"ELBOW,TUBE TO BOSS","FF1868T-0806S, SAE J1453-3 8-6 520220CA, 1943460, 7-447-080603, 08-6C5OLO-S, 8-6C5OLO-S, J1453-3, SAE-J1453/3, J1453-1, 8-6-C50L0-S","01276, 81343, 75Q65, 98441, 0FW39, 45152, 12361, 30780, 0U583, 0MKW7, 02697",EA,3.36,0.3,0.016,0.3,0.016,No
4730,012838191,"ELBOW,TUBE TO BOSS","SAE-J1453/3, J1453-3, J1453-1, SAE J1453-3 8-6 520320CA, 8-6V5OLO-S, FF2068T-0806S, 1781240, J1453","0U583, 98441, 30780, 01276, 75Q65, 81343",PG,9.47,1.31,0.002,1.31,0.002,No
4730,012838195,"ELBOW,TUBE TO BOSS","849-TTO-12X12, 1569880, J1453, FF1868T-1212S, J1453-1, J1453-3 12-12 520220CA, SAE J1453-3 12-12 520220CA, SAE-J1453/3, 12 C5OLO-S, 12-C5OLO-S, 12C5OLO-S, 12C5L-S","75Q65, 30327, 81343, 45152, 01276, 0U583, 30780, 13174, 36MV0, 98441",EA,5.44,0.84,0.014,0.84,0.014,No
4730,013280605,"TEE,TUBE TO BOSS","R5OLO-S, 10-10-10 520428C, J1453, J1453-3, 38H1025, 851-TTO-10, FF1865T1-1010S, FF1865T-1010S, SAE J1453-3 10-10-10 520428CN, SAE J1453-3 10-10-10 520428C, SAE-J1453/3, 1894220","30780, 13174, 45152, 81343, 75755, 30327, 01276, 98441, 0U583, 75Q65",EA,5.16,0.695,0.002,0.695,0.002,No
4730,013287163,"REDUCER,BOSS","8-10F50G5S, 3256842","98441, 30780, 75Q65, 45152",EA,5.29,0.25,0.003,0.25,0.003,No
4730,013451062,"ELBOW,TUBE TO BOSS","FF2068T-0808S, 1781250, 12601413, 17-2-0279-1, 8V5OLO-S","30780, 01276, 45152, 19207, 75Q65, 81337, 98441",EA,4.35,0.25,0.002,0.25,0.002,No
4730,013469736,"ELBOW,TUBE TO BOSS","FF2068T-1008S, 94AA005, SAE J1453-3, 10-8 520320CN, 1781270, 10-8 V5OLO-S","01276, 45152, 8S706, 30780, 0U583, 75Q65, 98441",EA,6.49,0.05,0.045,0.05,0.045,No
4730,013680013,"CLAMP,HOSE",1963760,"45152, 75Q65",EA,0.14,0.001,0,0.001,0,No
4730,014003145,"CLAMP,HOSE","CT-9420, CT 9420 B, 1976240, 12414507-009, 12414507","7Z588, 75Q65, 19207, 45152",PG,6.98,0.25,0.008,0.25,0.008,No
4730,014787165,"ELBOW,PIPE","3290126, 16 C6L0S V0894, 16 C6LO-S FKM","45152, 75Q65, 30780",EA,14.36,1.234,0.049,1.234,0.049,No
4730,014794206,"ELBOW,PIPE TO TUBE","279NTA-12-8, 2075590","93061, 45152, 75Q65",EA,14.84,0.39,0.003,0.39,0.003,No
4730,014800370,"ADAPTER,STRAIGHT,TU","4-8 F50X-B, 3285634","30780, 75Q65, 45152",EA,4.87,0.881,0.031,0.881,0.031,No
4730,014809039,"STACK,EXHAUST","3195060, 0656115, 3284928","45152, 76700, 75Q65",EA,396.8,18.918,1.633,18.918,1.633,No
4730,014852041,"ELBOW,BOSS",3072154,"75Q65, 45152",EA,70.55,0.35,0.014,0.35,0.014,No
4730,015052708,"ADAPTER,STRAIGHT,PI","2HA4, 107-9343","75Q65, 11083, 45152",EA,7.59,0.01,0.001,0.01,0.001,No
4730,015751317,"REDUCER,BOSS","17KP841, 0256040675-00","45152, 75Q65, 535V1",EA,55.65,0.008,0,0.008,0,No
4730,219133744,"ELBOW,PIPE",Not in FLIS,Not in FLIS,EA,6.35,0.082,0.282,0.082,0.282,Yes
4820,001039185,"VALVE,CHECK","1003630, 2650, 123125A, 7720PC12","78JK3, 00365, 45152, Z0DK5, 98441, 30756, 45681, 75Q65, 04953, 97111",EA,21.57,0.09,0.003,0.09,0.003,No
4910,014745710,"OVERHAUL KIT,MINOR","7HR799, 314146","45152, 75Q65, 52304",EA,23.04,2.138,0.083,2.138,0.083,No
5305,000509227,"SCREW,MACHINE","CRES-MS35233-61, 1737102-126, 177004-230, AN515C10R6, F-13-10-6L, AN515C10-6, 412-3278, 3496, 709-4403654 PIE, MS51957-61, MS35233-61, PWA57661-7, 343-0207-000, 6508140, 50P01103-1505, 540176-061, 5305000509227","D9182, 72314, 88044, A00AM, A486G, 92878, 43689, 96906, 77445, 13499, 7J015, 01425, 12436, SCY13",HD,4.88,0.462,0.005,0.462,0.005,No
5305,009474364,"SCREW,CAP,HEXAGON H","MS90725-201, MS90728-201, 3881038, 3/4IN-10UNCX6INANSIB182.1-1981, B1821BH075C600N","96906, 75Q65, SG220, 80204, 45152",EA,5.31,0.836,0.005,0.836,0.005,No
5305,011479723,"SCREW,CAP,HEXAGON H","111317A, 10030750, 19862, 12759-00116, WE0822TB","A00AM, 1EFH8, 75Q65, 0Y3H3, 45152, 52167",EA,1.24,0.3,0.002,0.3,0.002,No
5305,011491934,"SCREW,CAP,HEXAGON H","111320A, 19888, 12759-00117, 10031668, WH1020TB, WE1020TB","A00AM, 75Q65, 45152, 0Y3H3, 1EFH8, 52167",EA,1.55,0.1,0.003,0.1,0.003,No
5305,011491935,"SCREW,CAP,HEXAGON H","10030902, 12759-00118, 19889, 111454A, WH1022TB, WE1022TB","1EFH8, 75Q65, 0Y3H3, 45152, 52167",EA,1.85,0.048,0.003,0.048,0.003,No
5305,011505886,"SCREW,MACHINE","2211HX, 71522, 12759-00120","75Q65, 45152, 0Y3H3",EA,0.18,0.012,0,0.012,0,No
5305,011968088,"SCREW,CAP,HEXAGON H","WE1030TB, 19893, 12759-00156, 111319A","52167, 0Y3H3, 45152, 75Q65",EA,1.38,0.602,0.005,0.602,0.005,No
5305,012807901,"SCREW,CAP,HEXAGON H","66420AX, 95005, 12759-00167, 5315-008, EE42403","75Q65, 0Y3H3, 61796, 45152",EA,0.06,0.015,0,0.015,0,No
5305,013400225,"SCREW,CAP,HEXAGON H","1754210, 0155840, 12759-00178, WC0312PB","75Q65, 0Y3H3, 45152, 52167",EA,0.28,0.035,0,0.035,0,No
5305,013405061,"SCREW,CAP,HEXAGON H","WC0416PB, 1754280","52167, 45152, 75Q65",EA,0.35,0.02,0,0.02,0,No
5305,013463692,"SCREW,CAP,HEXAGON H","192407, WC0214PB, 1764650, 5315-010","0Y3H3, 52167, 45152, 75Q65, 61796",EA,0.1,0.02,0,0.02,0,No
5305,013522049,"SCREW,CAP,HEXAGON H",1754290,"45152, 75Q65",EA,0.68,0.09,0.001,0.09,0.001,No
5305,013561547,"SCREW,CAP,HEXAGON H",3236FX5,"45152, 75Q65",EA,0.7,0.21,0.001,0.21,0.001,No
5305,013601008,"SCREW,CAP,HEXAGON H","5305013601008, 1001902, 8T0276, 8HB249, 8T-0276","A00AM, 1EFH8, 11083, 45152, 75Q65, Z0939",EA,30.19,0.04,0,0.04,0,No
5305,013996975,"SCREW,MACHINE","2HK466, C-971","75Q65, 82484, 45152",EA,0.4,0.006,0,0.006,0,No
5305,014787433,"SCREW,CAP,HEXAGON H",3273028,"45152, 75Q65",EA,0.72,0.1,0.001,0.1,0.001,No
5305,014790574,"SCREW,CAP,SOCKET HE",3268980,"45152, 75Q65",PG,3.85,0.48,0.01,0.48,0.01,No
5305,014790686,"SCREW,CAP,HEXAGON H","5310000450-00, 10823-01176, 3266321","535V1, 0Y3H3, 75Q65, 45152",EA,1.14,0.131,0.001,0.131,0.001,No
5305,014790849,"SCREW,CAP,HEXAGON H",3276401,"75Q65, 45152",EA,2.72,0.3,0.003,0.3,0.003,No
5305,014790941,"SCREW,CAP,HEXAGON H","8HB209, 128186","75Q65, 52304, 45152",EA,0.49,0.015,0,0.015,0,No
5305,014790942,"SCREW,CAP,HEXAGON H",3268927,"45152, 75Q65",EA,0.33,0.002,0,0.002,0,No
5305,014802354,"SCREW,CAP,SOCKET HE","8HD716, SCR0163","45152, 1PWR4, 75Q65",EA,0.06,0.05,0.001,0.05,0.001,No
5305,014999342,"SCREW,EXTENSION","106106, 5HA323, 4129460","45152, 59796, 75Q65",EA,22.08,0.03,0,0.03,0,No
5305,015000162,"SCREW,CAP,HEXAGON H",3301199,"45152, 75Q65",PG,2.06,0.46,0.004,0.46,0.004,No
5305,015033311,"SCREW,SHOULDER","10071062, 3322403","0Y3H3, 45152, 75Q65",PG,25.25,0.26,0.002,0.26,0.002,No
5305,015073386,"SCREW,CAP,HEXAGON H",3384716,"75Q65, 45152",PG,41,0.035,0,0.035,0,No
5305,015151735,"SCREW,MACHINE","5310000461-00, 2KP448, 3362646","535V1, 75Q65, 45152",EA,3.51,0.265,0.002,0.265,0.002,No
5305,015244508,"SCREW,CAP,HEXAGON H",1880HX2,"45152, 75Q65",EA,4.41,0.01,0.005,0.01,0.005,No
5305,015333863,"SCREW,CAP,HEXAGON H",3583693,"75Q65, 45152",EA,11.68,0.226,0.001,0.226,0.001,No
5305,015744530,"SCREW,CAP,HEXAGON H","5310000104-00, 16KP859","75Q65, 535V1, 45152",EA,5.5,0.01,0,0.01,0,No
5305,015744538,"SCREW,CAP,HEXAGON H","5310000103-00, 16KP590","535V1, 45152, 75Q65",EA,5.16,0.1,0.002,0.1,0.002,No
5305,015749929,"SCREW,CLOSE TOLERAN","531000070-00, 16KP923","45152, 535V1, 75Q65",EA,0.77,0.02,0.001,0.02,0.001,No
5305,015751307,"SCREW,CAP,HEXAGON H","17KP890, 5310000654-00","75Q65, 535V1, 45152, 6W728",EA,14.95,0.2,0.003,0.2,0.003,No
5305,015785688,"SCREW,CAP,HEXAGON H","53100000642-00, 18KP729","45152, 75Q65",EA,0.67,0.02,0,0.02,0,No
5306,011067496,"BOLT,MACHINE","WE0818TB, WHO818TB, 12370173, 111316A, 5306011067496, 10030901","52167, 19207, 45152, 75497, A00AM, 1EFH8, 75Q65",EA,0.77,0.238,0.002,0.238,0.002,No
5306,012875715,"BOLT,MACHINE","12759-00170, 0155848, WC0414PB, 018800126, 1680530","0Y3H3, 75Q65, 52167, 5N978, 45152",EA,0.15,0.05,0,0.05,0,No
5306,013601002,"BOLT,MACHINE","200011, 40678, 10022166, 2000335, 3003019, 2000111, 2000140, 12759-00190, 40674, 12759-00189, 6V-3918, 8HA344","1EFH8, 0Y3H3, U8468, Z0939, 75Q65, 45152, 11083",EA,1.04,0.045,0,0.045,0,No
5306,013601006,"BOLT,MACHINE","12759-00191, 0153977, S000012, 3011062, 6HB991, 2000196, 6V-5218","57550, Z0939, 4JEL0, 0Y3H3, 7W356, ZF912, 0B9F4, 45152, 75Q65, Z0WQ4, 11083, 1EFH8, 3T063, Z2ZA9, Z02C9",EA,0.15,0.025,0,0.025,0,No
5306,013601707,"BOLT,MACHINE","2000403, 8HA6, 12759-00195, 40671, 6V5215-1, 6V-5215","1EFH8, 75Q65, 0Y3H3, 45152, Z0939, 11083",EA,0.4,0.023,0,0.023,0,No
5306,013601997,"BOLT,MACHINE","7HB551, 6V-5230","45152, 75Q65, 11083",EA,0.77,0.1,0.002,0.1,0.002,No
5306,014297098,"BOLT,MACHINE","10029191, 3KK999, 6V-4249","1EFH8, 75Q65, 11083, U8468, 45152",EA,1.62,0.08,0.001,0.08,0.001,No
5306,014381755,"BOLT,MACHINE","6V-8197, 6V8197","HD208, 11083",EA,1.06,0.1,0.001,0.1,0.001,No
5306,014786379,"BOLT,MACHINE","8T7834, 7HB488","75Q65, 11083, 45152",EA,11.7,0.39,0.001,0.39,0.001,No
5306,014794585,"BOLT,INTERNAL WRENC","70RX311, 022076","75Q65, 45152, 77640",EA,3.02,0,0,0,0,No
5306,015353760,"BOLT,MACHINE",2KP324,"75Q65, 45152",EA,0.86,0.014,0,0.014,0,No
5306,015361426,"BOLT,MACHINE",3KK108,"45152, 75Q65",EA,2.26,0.005,0,0.005,0,No
5306,015551324,"BOLT,MACHINE","2KP267, 5310000444-00","0022A, 535V1, 75Q65, 45152, SB230",EA,0.9,0.003,0,0.003,0,No
5306,015553887,"BOLT,MACHINE","5310000453-00, 2KP237","75Q65, 0022A, 535V1, SB230, 45152",PG,5.93,0.282,0.002,0.282,0.002,No
5306,015750873,"BOLT,MACHINE","16KP954, 5310000538-00","6W728, 45152, 54786, 75Q65",EA,6.15,0.09,0,0.09,0,No
5306,015750874,"BOLT,ASSEMBLED SLEE","17KP908, 5340000537-00","6W728, 75Q65, 535V1, 45152",EA,167.97,1.81,0.021,1.81,0.021,No
5306,015750877,"BOLT,ASSEMBLED SLEE","17KP910, 5340000539-00","75Q65, 535V1, 6W728, 45152",EA,44.13,0.23,0.003,0.23,0.003,No
5307,014727266,"STUD,SHOULDERED",9X-2098,11083,EA,9.54,0.06,0,0.06,0,No
5307,014792024,"STUD,PLAIN","3244463, 12641115, 10021048","75Q65, 19207, 0Y3H3, 45152",EA,13.92,0.685,0.003,0.685,0.003,No
5310,000843916,"NUT,PLAIN,HEXAGON","A219-155, 219-155, 026115, 99207100, 73646","03533, 45152, 77640, 75Q65, 95097",EA,5.4,0.01,0,0.01,0,No
5310,006602971,"NUT,PLAIN,HEXAGON","5310PL0725485, 002-003730-002, MS25082-2, 5310006602971, FF-N-836, 001481","9009H, 26916, 96906, A00AM, 81348, 72560",EA,0.24,0.01,0,0.01,0,No
5310,007638912,"NUT,PLAIN,HEXAGON","53100076308912, 122057, MS51968-26, MILB857, FF=N-836, FFB571, 339HX2","A00AM, 24617, 96906, 81349, 81348, 45152, 75Q65",EA,2.4,0.184,0.001,0.184,0.001,No
5310,009720479,"NUT,PLAIN,HEXAGON","51086-1/2X13, 1F7958, 6CA766, 1F-7958","B4547, 75Q65, 11083, 45152, 409BB, 0141B",EA,0.42,0.031,0,0.031,0,No
5310,009998288,"WASHER,FLAT","9M6527, 9CA230","45152, U3363, ZA045, ZF912, 11083, 75Q65, ZY243",EA,0.78,0.002,0,0.002,0,No
5310,010615302,"WASHER,LOCK","5305-600, 10044524, WA110, 318B, 318BX, 0123500, 12759-00095","61796, 3NNX8, 78500, 45152, 3D6E9, 75Q65, 0Y3H3",EA,0.1,0.02,0,0.02,0,No
5310,010666759,"NUT,SELF-LOCKING,HE","66419-A, 5593035, 21NE-040, 9440324, 21NE040, 219-9011, 734678-0013, SN-4, 66419AX, 9419454, 5310PL0370765, 131-71, 6630030, 10275122, 34272","45152, 34623, 72962, 11862, 27687, 019L2, 03533, 10001, 01599, 56878, 75Q65, 24617, 72582, 9009H, 10988, D9182, 23382, 05573",EA,0.08,0.002,0,0.002,0,No
5310,010766080,"NUT,SELF-LOCKING,HE",25003FX,"75Q65, 45152",EA,1.69,0.007,0,0.007,0,No
5310,011029221,RETAINER,"9454159-4, 0309027-2, 85-34-201-20, 21530647, 5310901118, 12706075, 12485338","98750, D9182, Q0091, Z1314, 0131B, 94222, 19200, 0FW39, 19207",EA,0.06,0.005,0,0.005,0,No
5310,011209097,"NUT,PLAIN,ASSEMBLED",90675A007,39428,EA,0.06,0.003,0,0.003,0,No
5310,011511036,"NUT,SELF-LOCKING,EX","2005A053, S075142, 115307A, 10032644","33SR4, 17353, 75Q65, 45152, 1EFH8",EA,0.99,0.025,0,0.025,0,No
5310,011556116,"WASHER,LOCK",1822HX,"45152, 75Q65",PG,13,0.001,0,0.001,0,No
5310,011721979,"WASHER,FLAT",48708AX,"75Q65, 45152, A00AM",PG,80,0.005,0,0.005,0,No
5310,011831237,"NUT,PLAIN,HEXAGON","9S-8752, 9S8752, 9Y5710 ITEM 26, 5HA178","AH268, 409BB, 45152, 0141B, 11083, 75Q65",EA,0.36,0.014,0,0.014,0,No
5310,012107427,"NUT,SELF-LOCKING,HE","2BH872, C-972","75Q65, 82484, 45152",EA,0.22,0,0,0,0,No
5310,012533157,"WASHER,FLAT","32823-A, 71018, 12759-00166, 5710-86-60, 00004-002-02, 32823AX","45152, 0Y3H3, 86928, 59260, 75Q65",EA,0.04,0.009,0,0.009,0,No
5310,012927257,"WASHER,FLAT","1229U1503, 1229-E-1503, 5320000110-00, 2KP243, 226846R1, 449671R1","3D6E9, 78500, 75Q65, 6W728, 535V1, 45152, 338X5",EA,0.21,0.02,0,0.02,0,No
5310,013405671,"NUT,SELF-LOCKING,EX","1333510, BCP4019, 94842A102","75Q65, 45152, 0ZBE8, 3NNX8, 39428",EA,0.07,0.014,0,0.014,0,No
5310,014151603,"WASHER,FLAT","9N-0869, 8HB321, 9N0869","75Q65, 11083, 45152, Z02C9",EA,0.65,0.04,0,0.04,0,No
5310,014335836,"WASHER,FLAT","2000341, 3E-4352, 6HB992","ZF912, 1EFH8, Z2ZA9, 75Q65, 45152, 11083, Z02C9",EA,0.46,0.016,0,0.016,0,No
5310,014741623,"WASHER,SEAL","3E4353, 7HB484, 3E-4353","ZF912, 19207, Z2ZA9, 75Q65, Z02C9, HD208, 45152, 11083",EA,0.94,0.02,0,0.02,0,No
5310,014787231,"NUT,SELF-LOCKING,HE","3000247, 12640793","75Q65, 19207, 45152",EA,19.35,0.6,0.009,0.6,0.009,No
5310,014787266,"NUT,PLAIN,HEXAGON","8HB334, 6V-7742, 6V7742","45152, 75Q65, HD208, 11083",EA,1.43,0.007,0.001,0.007,0.001,No
5310,014787276,"NUT,SELF-LOCKING,HE","1490JX, 29NE-070","019L2, 45152, 72962, 75Q65",EA,0.34,0.02,0,0.02,0,No
5310,014790561,"NUT,PLAIN,HEXAGON",3268983,"75Q65, 45152",PG,5.27,0.15,0.009,0.15,0.009,No
5310,014790565,"NUT,PLAIN,HEXAGON",3270087,"75Q65, 45152",EA,0.56,0.016,0,0.016,0,No
5310,014790589,"WASHER,FLAT",3268982,"45152, 75Q65",PG,1.46,0.116,0.003,0.116,0.003,No
5310,014790600,"WASHER,FLAT","9HB16, C-2157","75Q65, 45152, 82484",EA,0.9,0.01,0,0.01,0,No
5310,014790606,"WASHER,FLAT","7HB753, 016040100","45152, 75Q65, 5N978",EA,0.4,0.001,0,0.001,0,No
5310,014790615,"WASHER,FLAT",3268677,"45152, 75Q65",EA,0.68,0.01,0,0.01,0,No
5310,014790637,"WASHER,LOCK","9-00001996, 2202-9-00001996, 1510170, 12759-00216, 71067","1SC69, 75Q65, 45152, 324A9, 0Y3H3",EA,0.04,0.001,0,0.001,0,No
5310,014790780,"NUT,PLAIN,EXTENDED","3268928, 79WLF832","45152, 75Q65, 82465",EA,0.67,0.006,0,0.006,0,No
5310,014795873,"NUT,PLAIN,HEXAGON","3HB882, 017110100","75Q65, 45152, 5N978",EA,0.37,0.001,0,0.001,0,No
5310,014795880,"NUT,PLAIN,HEXAGON","C-2154, 9HB17","75Q65, 82484, 45152",EA,2.48,0.004,0,0.004,0,No
5310,014795893,"NUT,SELF-LOCKING,AS","017000100, 1HB752","5N978, 75Q65, 45152",EA,0.06,0.001,0,0.001,0,No
5310,014795896,"NUT,PLAIN,HEXAGON",3304535,"45152, 75Q65",BX,10.01,0.951,0.01,0.951,0.01,No
5310,014795917,"WASHER,FLAT",3276404,"75Q65, 45152",EA,2.69,0.2,0.001,0.2,0.001,No
5310,014795920,"WASHER,FLAT",3304534,"75Q65, 45152",EA,0.06,0,0,0,0,No
5310,014925550,"NUT,SELF-LOCKING,HE","10823-01770, 3322427","45152, 0Y3H3, 75Q65",EA,0.37,0.008,0,0.008,0,No
5310,015000146,"WASHER,FLAT",3421437,"75Q65, 45152",EA,2.01,0.008,0,0.008,0,No
5310,015167873,"WASHER,FLAT",3436665,"45152, 75Q65",EA,0.02,0.005,0,0.005,0,No
5310,015334113,"WASHER,SUPPORT","1KP198, 0259977738-00","75Q65, 6W728, 45152, 535V1",EA,26.01,0.01,0.003,0.01,0.003,No
5310,015351295,"NUT,SELF-LOCKING,HE",3591249,"75Q65, 45152",EA,2.5,0.01,0.001,0.01,0.001,No
5310,015361483,"NUT,SELF-LOCKING,HE","5330000047-00, 2KP244","535V1, 75Q65, 0NJT4, 45152, 6W728",EA,2.68,0.007,0.014,0.007,0.014,No
5310,015361565,"WASHER,FLAT","9KK120, 5320000041-00","45152, 75Q65, 6W728, 535V1",EA,5.11,0.002,0,0.002,0,No
5310,015566656,"WASHER,FLAT",5320000089-00,"535V1, SB230, 0022A, 338X5",EA,4.84,0.001,0,0.001,0,No
5310,015739268,"WASHER,FLAT","17KP152, 5320000022-00","75Q65, 45152, 535V1, 6W728",PG,3.98,0.01,0,0.01,0,No
5310,015750889,"WASHER,FLAT","5320000108-00, 4000156, 17KP897","6W728, 45152, 535V1, 75Q65",EA,4.26,0.02,0,0.02,0,No
5310,015751324,"NUT,PLAIN,HEXAGON","17KP987, 4000156, 5330000003-00","75Q65, 6W728, 535V1, 45152",EA,0.43,0.001,0,0.001,0,No
5310,015751325,"NUT,PLAIN,HEXAGON","17KP900, 5330000112-00","45152, 6W728, 535V1, 75Q65",EA,0.4,0.002,0,0.002,0,No
5310,015784864,"NUT,PLAIN,PLATE","2KP271, 5330000055-00","45152, 75Q65, 535V1",EA,1.7,0.005,0,0.005,0,No
5310,015785684,"WASHER,FLAT","5320000049-00, 18KP730","45152, 75Q65",EA,4.72,0.023,0,0.023,0,No
5310,016105975,"WASHER,FLAT",3875448,"75Q65, 45152",EA,30.16,2.25,0.035,2.25,0.035,No
5310,016125106,"WASHER,FLAT",3935008,"75Q65, 45152",EA,7.81,0.01,0.001,0.01,0.001,No
5315,000137228,"PIN,COTTER","NASM24665, MS24665-423, 980701, AN380-5-6, XX002-0494, 5315000137228, 90831075, 10388583, FFP386, 137228, 105727","80205, F0302, 88044, H2229, 24617, A00AM, 96906, 52594, A486G, 81348, 7X677, 61465",HD,2.96,0.917,0.01,0.917,0.01,No
5315,004320776,"PIN,QUICK RELEASE","NASM17984C610, BLC6B10S, BLC6BC10S, BLC6BA10S, 12604475, SLC6AB10, SLC6B10, 5315PL0802454, BLC6B10SM, LG6CB10M, LG6CB1000, LG6CB10, BACP18AM6B10HC, MS17984C610, 9HB66","C4293, 96906, 80205, 84256, 75Q65, 16258, H0910, 9009H, R1120, 83014, 81205, 09094, 45152",EA,9.42,0.075,0.001,0.075,0.001,No
5315,005977399,"PIN,COTTER","MS24665-631, NASM24665, 5315005977399","96906, 80205, SCY13",HD,16.43,6.17,0.057,6.17,0.057,No
5315,014911432,"PIN,LOCK","28-112 STYLE A, 3324916","45152, 0PXJ7, 75Q65",EA,1.26,0.145,0.004,0.145,0.004,No
5315,014953355,"PIN,QUICK RELEASE","8HA879, RPS6-170S-O","45152, 75Q65, 0CUJ4",EA,2.51,0.09,0.002,0.09,0.002,No
5315,015000187,"PIN,COTTER",3421438,"75Q65, 45152",EA,0.29,0.006,0,0.006,0,No
5315,015206426,"PIN,COTTER",3527795,"45152, 75Q65",EA,3.42,0.002,0,0.002,0,No
5315,015206446,"PIN ASSEMBLY,RING","3527793, 8HA877, L94P-600S-1O","45152, 75Q65, 0CUJ4",EA,22.97,0.4,0.042,0.4,0.042,No
5315,015751311,"PIN,HOLLOW","0256040622-00, 17KP825","535V1, 75Q65, 6W728, 45152",EA,4.6,0.02,0.006,0.02,0.006,No
5325,011209463,"RECEPTACLE,TURNLOCK","12706079, 12703470-1, 12703470, 85-35-295-20, 3244528, 12485335, MP109-21, SS408, 8446917","19200, 94222, 75Q65, 36378, 19207, D9182, 36024, 45152",EA,1.72,0.02,0,0.02,0,No
5325,014790774,"STUD,TURNLOCK FASTE","85-11-420-20, 3244529","94222, 75Q65, 45152",EA,1.01,0.02,0,0.02,0,No
5325,014792003,"RING,RETAINING","90014510, C-1549","75Q65, 45152, 82484",EA,0.12,0.008,0,0.008,0,No
5325,015360996,"RING,RETAINING","6N5000-187, 3541649","1NQZ6, 45152, 75Q65",EA,0.62,0.01,0.002,0.01,0.002,No
5325,015555174,FASTENER KIT,"10KP654, 0275550101-00, 0275550101-01","45152, 0022A, 535V1, SB230, 75Q65",EA,997.81,7,0.289,7,0.289,No
5325,015742996,"PARTS KIT,FASTENER","0256550002-01, 17KP877","535V1, 45152, 75Q65",EA,2175.25,4.85,0.177,4.85,0.177,No
5330,001050339,GASKET,"7HA992, 1S-7057","Z02C9, Z2ZA9, Z0939, 11083, Z0WQ4, 75Q65, 45152, ZF912",EA,1.49,0.001,0.001,0.001,0.001,No
5330,010961104,GASKET,"8M7065, 3KP548","11083, Z02C9, 45152, 75Q65",EA,9.36,0.01,0.001,0.01,0.001,No
5330,012953525,GASKET,"10394582, 1P0436, 1P-0436, 6CA388","ZF912, A486G, ZY243, ZA045, 11083, 75Q65",EA,1.73,0.01,0,0.01,0,No
5330,013409884,"PACKING,PREFORMED","ASC1363578, Q58403, 701525, 26-1102-49, 2FH629, Q-58403, 99955A","45152, Z4779, D9182, 02978, 75Q65, 76700",EA,4.5,0.2,0.047,0.2,0.047,No
5330,013605935,GASKET,"7W-2398, 10322249, 7W2398, 7HA995","Z0939, ZF912, Z2ZA9, Z02C9, A486G, 11083, Z0WQ4, 45152",EA,1.65,0.01,0.001,0.01,0.001,No
5330,013607826,"SEAL,NONMETALLIC RO","2000107, 29546229, 29507823, 23048727, 8HB261, R0183344-0301, R0183344","1EFH8, 73342, 75Q65, SZ177, 45152",EA,5.03,0.046,0.011,0.046,0.011,No
5330,014408651,GASKET,"9HR358, 29524449, 2002311","64678, A001G, 75Q65, A9271, 73342, S9620, 45152, 1EFH8",EA,1.73,0.02,0.002,0.02,0.002,No
5330,014669014,"SEAL,PLAIN ENCASED","5330014669014, 29552705, 29546238, 29515691, 5HE106, 10343109","A00AM, 73342, 26095, 75Q65, 45152, A486G",EA,61.08,0.35,0.046,0.35,0.046,No
5330,014787736,"SEAL,NONMETALLIC SP","3215457, 75001361, 75001766","75Q65, 45152, 5F845",FT,1.49,0.25,0.005,0.25,0.005,No
5330,014809073,GASKET,"129-2181, 8HB330","11083, 75Q65, 45152",EA,17.42,1,0.021,1,0.021,No
5330,014809651,"SEAL,PLAIN ENCASED","12641155, TW9651, 3243770, 415995V","19207, 45152, 6KBW1, 75Q65, 01212",EA,11.65,0.23,0.007,0.23,0.007,No
5330,015750872,"SEAL,NONMETALLIC SP","0256040665-00, 16KP520","6W728, 75Q65, 45152, 54786",EA,101.82,2.35,0.181,2.35,0.181,No
5330,015801153,"SEAL,NONMETALLIC RO","1KK852, 19KP873, 15324980, 12606209, 12355107","45152, 75Q65, 24617, 19207, 77060",EA,0.1,0.05,0,0.05,0,No
5331,003675650,O-RING,"3P-0647, 7HB541","11083, 45152",EA,5.95,0.001,0.001,0.001,0.001,No
